id,track_id,title,album_name,album_id,filename,filepath,description,seo_keywords,prompt,tags,cover_prompt,seed,created_at
90,90,MOSH PIT SIMULATOR,MAIN STAGE TITAN,15,MOSH PIT SIMULATOR.wav,music/MAIN STAGE TITAN/MOSH PIT SIMULATOR.wav,Trap/Dubstep hybrid. For when the beat drops and chaos ensues.,hybrid trap|mosh pit music|festival trap|aggressive drop|chaos music|wall of death audio|riot music|heavy horn trap|turn up beat|party hype|crazy drop|intense trap|viral mosh video|loud distorted|hard bass,"145 BPM, C# minor, hybrid trap instrumental, vibe: organized chaos; instruments: brass stabs, metallic screech leads, rapid 808s, siren risers; groove: half-time violent; arrangement: [Intro]->[Siren Build]->[Drop]->[Mosh]->[Drop]; production notes: clipping kick, screaming leads, pure volume, aggressive energy. Warning: Loud.",Trap|Mosh|Hard,"Single-subject cinematic cutout: Riot Robot, pose: charging forward with a shield. Body details: reinforced plating, warning stripes. Environment: Inside a massive mosh pit (blurred figures). Atmosphere: dust, sweat, flying drinks. Lighting: Hazard Yellow + Black. Camera: Shaky action shot. Mood: violent, chaotic.",ALB6_T06_SEED74174,2025-12-22 08:22:47.223+00
92,92,CYBER TRANCE,MAINFRAME EUPHORIA,16,CYBER TRANCE.wav,music/MAINFRAME EUPHORIA/CYBER TRANCE.wav,"Faster, harder, deeper. A nod to the 90s but with 2077 sound design.",psytrance|fast techno|running music|cardio playlist|high bpm dance|trance vibes|hypnotic electronic|rave culture|trippy music|visuals background|speed workout|driving fast|cyberpunk club|repetitive beat|energy boost,"145 BPM, A minor, Neo-Trance instrumental, vibe: hypnotic driving speed; instruments: rolling arpeggiated bass, gated pads, acid 303 lines, crisp open hats; groove: relentless driving gallop; arrangement: [Intro]->[Layering Build]->[Peak Drop]->[Trance Breakdown]->[Outro]; production notes: delay-heavy leads, precise EQ separation, rolling bassline dominance. Perfect for running/speed content.",Trance|Speed|Hypnotic,"Single-subject cinematic cutout: Cyber-shaman woman, pose: mediating while floating, expression: pure focus. Outfit: Robes made of fiber-optic cables. Environment: Infinite tunnel of neon rings. Atmosphere: Motion lines, sense of extreme speed. Lighting: Ultraviolet blacklight glow, pulsating visuals. Camera: Wide angle, center composition, symmetrical.",ALB2_T03_SEED64719,2025-12-22 08:22:47.223+00
93,93,LASER KISS,MAINFRAME EUPHORIA,16,LASER KISS.wav,music/MAINFRAME EUPHORIA/LASER KISS.wav,Pure serotonin. A hands-in-the-air anthem for the best night of your life.,happy edm|euphoric dance|festival anthem|hands in the air|party vibes|celebration music|good mood audio|uplifting dance|rave drop|electronic pop instrumental|tiktok dance trend|summer party|beach club music|mainstage edm|positive vibes,"128 BPM, F# Major, Big Room EDM instrumental, vibe: euphoric stadium energy; instruments: supersaw chords, pounding kick drum, white noise sweeps, pluck melody; groove: four-on-the-floor jump rhythm; arrangement: [Intro]->[Melodic Breakdown]->[Buildup]->[Massive Drop]->[Outro]; production notes: brickwall limiting, massive reverb spaces, crisp high-end, sidechain pumping. Built for festival crowd shots.",EDM|Festival|Euphoric,"Single-subject cinematic cutout: Holographic pop-star idol, pose: blowing a kiss to the crowd, expression: joyful and mesmerizing. Outfit: Translucent crystalline dress refracting light. Environment: Floating stage platform high above a neon city. Atmosphere: Laser beams passing through her, sparkles. Lighting: bright pink and cyan neon backlighting, soft front fill. Camera: 50mm portrait, dreamy bokeh.",ALB2_T01_SEED33841,2025-12-22 08:22:47.223+00
94,94,NEON RAIN,MAINFRAME EUPHORIA,16,NEON RAIN.wav,music/MAINFRAME EUPHORIA/NEON RAIN.wav,Emotional chords over a pounding kick. The moment the party ends and the feelings hit.,emotional edm|progressive house|melodic techno|sad dance music|nostalgic vibes|rainy mood|deep thoughts|cinematic electronic|storytelling music|beautiful instrumental|chill edm|sunset music|morning vibes|reflective|atmospheric,"124 BPM, B major, Progressive House instrumental, vibe: bittersweet nostalgia; instruments: piano melody, warm analog pads, soft kick, shaker loops; groove: steady emotional pulse; arrangement: [Intro]->[Piano Break]->[Melodic Drop]->[Atmosphere]->[Outro]; production notes: lush reverb, emotional chord progression, soft transient shaping. Fits travel/nostalgia reels.",Progressive|Emotional|Melodic,"Single-subject cinematic cutout: Sad cyborg girl sitting on a ledge, pose: looking down at the city, expression: melancholic longing. Outfit: Transparent rain jacket over cyber-skin. Environment: Rooftop edge in heavy rain at night. Atmosphere: Raindrops on lens, bokeh city lights in background. Lighting: Soft blue ambient light, reflection from wet surfaces. Camera: Over-the-shoulder shot, shallow depth of field.",ALB2_T05_SEED44190,2025-12-22 08:22:47.223+00
95,95,SYSTEM OVERLOAD,MAINFRAME EUPHORIA,16,SYSTEM OVERLOAD.wav,music/MAINFRAME EUPHORIA/SYSTEM OVERLOAD.wav,"The system is crashing, and it sounds beautiful. Glitchy, heavy, and destructive.",dubstep drop|heavy edm|glitch bass|robot noises music|hard dance|aggressive rave|gym bass|workout energy|headbanger music|filthy bass|electronic rock|gaming highlight|intense drop|chaos music|destroy vibes,"140 BPM, G minor, Complextro / Dubstep instrumental, vibe: chaotic organized destruction; instruments: growl bass, bit-crushed leads, vocal chops, heavy snare; groove: syncopated dubstep rhythm switching to house; arrangement: [Intro]->[Glitch Build]->[Complextro Drop]->[Bass Solo]->[Outro]; production notes: rapid cuts between instruments, extreme distortion, punchy drums. High-energy gaming/action fit.",Dubstep|Glitch|Hard,"Single-subject cinematic cutout: Malfunctioning android dancer, pose: mid-air jump with limbs contorted unnaturally, expression: ecstatic glitching. Outfit: Broken chrome shell revealing glowing orange core. Environment: Inside a giant kaleidoscope of mirrors. Atmosphere: Electric arcs, shattered glass floating. Lighting: Strobe effects, high contrast orange + white. Camera: Action shot, high shutter speed.",ALB2_T02_SEED19283,2025-12-22 08:22:47.223+00
96,96,VOID WALKER,MAINFRAME EUPHORIA,16,VOID WALKER.wav,music/MAINFRAME EUPHORIA/VOID WALKER.wav,"Deep, dark, and minimal. For when you need to zone out and lock in.",minimal techno|dark techno|focus techno|coding music|hacking background|repetitive electronic|underground techno|berlin vibe|industrial dance|serious mood|intense work music|late night grind|technology vibe|abstract music|loopable,"132 BPM, Eb minor, Dark Techno instrumental, vibe: relentless industrial focus; instruments: rumble kick, metallic hi-hats, sonar pings, modular synth loops; groove: rolling mechanical loop; arrangement: [Intro]->[Layer Add]->[Rumble Drop]->[Strip Back]->[Outro]; production notes: hypnotic repetition, cavernous reverb on FX, dry drums, sub-bass rumble. Perfect for productivity/coding timelapses.",Techno|Dark|Focus,"Single-subject cinematic cutout: Faceless void-trooper, pose: walking forward out of darkness, expression: n/a (helmet). Outfit: Vantablack armor with thin white LED lines. Environment: Infinite white void corridor (simulated). Atmosphere: Clean, sterile, digital glitches. Lighting: Harsh sterile white laboratory lighting, high contrast. Camera: Front-facing, symmetrical, Kubrick style.",ALB2_T06_SEED55281,2025-12-22 08:22:47.223+00
98,98,CREEPY CAROUSEL,MANIC CIRCUS,17,CREEPY CAROUSEL.wav,music/MANIC CIRCUS/CREEPY CAROUSEL.wav,"Slow, waltzing, and terrifying. The ride won't stop.",haunted carousel music|scary waltz|horror circus|creepy doll music|slow eerie beat|nightmare carnival|fnaf vibe music|distorted music box|halloween trap|gothic circus|sinister melody|viral horror story|dark trap waltz|unsettling vibe|heavy slow bass,"110 BPM, C minor, dark trap waltz instrumental, vibe: cursed ride; instruments: detuned music box, heavy orchestral waltz strings, slow heavy 808s, carousel mechanical noise; groove: 3/4 waltz time but heavy; arrangement: [Intro]->[Waltz]->[Drop]->[Music Box]->[Drop]; production notes: detuning effects (wow/flutter), heavy reverb, slow crushing rhythm.",Waltz|Spooky|Dark,"Single-subject cinematic cutout: Possessed Marionette, pose: dancing on strings held by darkness. Body details: cracked porcelain face, glowing red eyes. Environment: A rusted, abandoned carousel at night. Atmosphere: fog, cobwebs, motionless horses. Lighting: Moon Blue + Rust Orange. Camera: Low angle. Mood: creepy, sad.",ALB17_T03_SEED91357,2025-12-22 08:22:47.223+00
100,100,FINAL ACT,MANIC CIRCUS,17,FINAL ACT.wav,music/MANIC CIRCUS/FINAL ACT.wav,The tent is burning down. Orchestral chaos meets heavy dubstep.,orchestral dubstep|circus finale music|dramatic ending|chaos music|fire in the circus|heavy drop dubstep|apocalyptic carnival|intense climax|scary epic music|burning down beat|viral epic fail|loud distorted|brass hits|screech bass|horror action,"140 BPM, G minor, orchestral deathstep instrumental, vibe: burning tent; instruments: chaotic brass runs, machine-gun bass, fire crackle, screaming synth leads; groove: violent half-time; arrangement: [Intro]->[Panic Build]->[DESTRUCTION DROP]->[Choir]->[Drop]; production notes: cinematic scale, extremely aggressive bass design, feeling of total collapse.",Dubstep|Epic|Chaos,"Single-subject cinematic cutout: Fire-Breather Demon, pose: blowing a massive stream of green fire. Body details: charred skin, glowing embers inside chest. Environment: A circus tent collapsing in flames. Atmosphere: smoke, falling debris, heat. Lighting: Fire Orange + Toxic Green. Camera: Action shot. Mood: destructive, final.",ALB17_T06_SEED24680,2025-12-22 08:22:47.223+00
101,101,HONK HONK,MANIC CIRCUS,17,HONK HONK.wav,music/MANIC CIRCUS/HONK HONK.wav,Squeaky shoes and air horns over a hard trap beat. Meme potential: High.,meme trap beat|honk sound effect music|clown trap|funny badass music|troll face vibe|squeaky shoe beat|circus banger|chaotic gaming funny|viral meme sound|goofy hard beat|clown makeup transition|party clown music|jumpy beat|comedy rap instrumental|loud bass,"145 BPM, F major, circus trap instrumental, vibe: trolling; instruments: calliope organ, squeaky toy samples, air horn melody, hard 808s; groove: bouncy and obnoxious; arrangement: [Intro]->[Honk Build]->[Drop]->[Squeak Solo]->[Drop]; production notes: exaggerated sounds, comedic timing, very punchy drums, clean but chaotic mix.",Meme|Trap|Funny,"Single-subject cinematic cutout: Gangster Clown Robot, pose: holding a rubber chicken like a weapon. Body details: oversized shoes, spinning bow tie. Environment: A graffiti-covered funhouse mirror room. Atmosphere: distorted reflections, bright lights. Lighting: Primary Colors (Red/Blue/Yellow). Camera: Fish-eye lens. Mood: goofy, dangerous.",ALB17_T01_SEED79135,2025-12-22 08:22:47.223+00
104,104,CYBER CINTURA,NEO-PERREO,18,CYBER CINTURA.wav,music/NEO-PERREO/CYBER CINTURA.wav,Focus on the hips. Rhythm-heavy and hypnotic.,waist movement music|belly dance reggaeton|hypnotic rhythm|percussion focus|tribal futuristic|sexy dance tutorial|hips don't lie vibe|rhythmic beat|latin drum beat|dance workout|isolations music|catchy drum loop|viral waist trend|smooth groove|club flow,"98 BPM, A minor, rhythmic moombahton instrumental, vibe: hypnotic movement; instruments: tribal percussion, metallic synth plucks, vocal chops (rhythmic), deep bass pulse; groove: winding and slippery; arrangement: [Intro]->[Percussion]->[Drop]->[Drum Solo]->[Outro]; production notes: focus on the groove, minimal melody, heavy percussion layers, irresistible rhythm. Move your hips.",Dance|Rhythm|Tribal,"Single-subject cinematic cutout: Android Dancer, pose: isolating hips (dance move). Body details: flexible chrome midriff, glowing joints. Environment: A minimalist white studio with neon strips. Atmosphere: clean, focus on motion. Lighting: Studio White + Hot Pink. Camera: Focused on torso. Mood: rhythmic, sexy.",ALB12_T03_SEED65667,2025-12-22 08:22:47.223+00
106,106,REGGAETON OBSCUSRO,NEO-PERREO,18,REGGAETON OBSCUSRO.wav,music/NEO-PERREO/REGGAETON OBSCUSRO.wav,"Experimental, dark, and weird. For high-fashion or art edits.",experimental reggaeton|avant garde latin|weird dance music|fashion runway latin|dark art beat|abstract reggaeton|slow dark beat|unique sound design|mystery latin|creepy sexy|artistic edit audio|complex beat|viral art trend|deep texture|moody flow,"92 BPM, G minor, experimental reggaeton instrumental, vibe: avant-garde darkness; instruments: granular synthesis textures, reverse percussion, deep sine wave bass, ghostly whispers; groove: disjointed but danceable; arrangement: [Intro]->[Texture]->[Deconstructed Drop]->[Outro]; production notes: creative use of stereo space, unexpected sounds, dark artistic feel. High fashion.",Experimental|Art|Dark,"Single-subject cinematic cutout: Surreal Fashion Model, pose: wearing a dress made of black oil/liquid. Body details: face is a blank mirror. Environment: A white void with a single black monolith. Atmosphere: dripping liquid, surreal silence. Lighting: Stark White + Oil Black. Camera: Abstract composition. Mood: artistic, strange.",ALB12_T06_SEED98990,2025-12-22 08:22:47.223+00
107,107,TOXIC AMOR,NEO-PERREO,18,TOXIC AMOR.wav,music/NEO-PERREO/TOXIC AMOR.wav,"Slow, dark, and seductive. For intense or dramatic edits.",sad reggaeton|dark romance beat|toxic relationship music|slow sexy beat|moody latin|emotional dembow|breakup glow up|sultry music|late night vibe|drama edit audio|cinematic reggaeton|deep feelings|viral sad dance|atmospheric beat|smooth bass,"90 BPM, C minor, dark reggaeton instrumental, vibe: toxic obsession; instruments: filtered piano, slowed dembow loop, ambient vocal textures, deep 808 slides; groove: slow and grinding; arrangement: [Intro]->[Verse]->[Hook]->[Bridge]->[Hook]; production notes: heavy reverb, low-pass filters, moody atmosphere, intimate feeling. For the late night drive.",Moody|Sexy|Dark,"Single-subject cinematic cutout: Cyber-Heartbreaker (Female), pose: crying neon tears, looking at a broken holographic phone. Body details: latex dress, sharp acrylic claws. Environment: A rain-drenched balcony overlooking a neon city. Atmosphere: rain, reflection, sadness. Lighting: Neon Purple + Rain Blue. Camera: Close up portrait. Mood: heartbroken, dangerous.",ALB12_T02_SEED54556,2025-12-22 08:22:47.223+00
110,110,GHOST IN THE SHELL,NEON REDLINE,19,GHOST IN THE SHELL.wav,music/NEON REDLINE/GHOST IN THE SHELL.wav,"Eerie, atmospheric build-up dropping into a hard, hollow beat. Perfect for mystery or tech reviews.",cyberpunk trap|sci-fi beat|tech review background|futuristic instrumental|hacker vibe music|coding music|mysterious bass|dark atmospheric beat|night city vibe|ghostly trap|cinematic bass|storytelling beat|viral tech audio|suspense builder|deep focus flow,"130 BPM, A minor, dark cyber trap instrumental, vibe: eerie nocturnal mystery; instruments: filtered saws, hollow bell plucks, rolling hi-hats, deep clean sub-bass; groove: spaced-out and hypnotic; arrangement: [Intro]->[Atmosphere]->[Drop]->[Minimal Section]->[Outro]; production notes: heavy reverb on leads, dry drums, spatial audio panning, crisp high-end air. Ideal for tech showcases.",Cyber|Tech|Trap,"Single-subject cinematic cutout: Sleek Cyborg (Female form), pose: floating/hovering cross-legged, expression: eyes rolled back (uploading). Body details: translucent skin revealing glowing circuits, fiber-optic hair. Environment: Inside a massive server room with infinite rows of lights. Atmosphere: digital data particles, cold fog. Lighting: Cyan + Deep Violet contrast. Camera: symmetrical composition, wide angle. Mood: ethereal, connected.",ALB1_T04_SEED77211,2025-12-22 08:22:47.223+00
111,111,IRON MAIDEN,NEON REDLINE,19,IRON MAIDEN.wav,music/NEON REDLINE/IRON MAIDEN.wav,Heavy metal textures meet trap beats. The sound of lifting heavy iron plates.,trap metal instrumental|heavy lifting music|powerlifting audio|screaming synth beat|rage beats|angry gym music|hardest drop|guitar trap beat|industrial bass|training montage|bodybuilding posing|intense focus|distortion bass|aggressive motivation|viral gym tok,"140 BPM, D minor, trap metal instrumental, vibe: industrial rage; instruments: down-tuned distorted electric guitar riffs, heavy 808 slides, trash can snares, metallic clanks; groove: head-banging half-time; arrangement: [Intro]->[Riff]->[Drop]->[Mosh]->[Drop]; production notes: bit-crushed guitars, clipping kick drum, wall of sound mixing, stark contrast between silence and noise. Perfect for lifting PRs.",Trap Metal|Rage|Gym,"Single-subject cinematic cutout: Heavy Combat Robot (Bulky, tank-like), pose: holding a torn-off metal door as a shield, expression: glowing visor slit (stoic). Body details: battle-scarred plating, hydraulic pistons. Environment: Deconstructed factory floor with sparks flying. Atmosphere: smoke, welding sparks, dust. Lighting: Electric Blue + Magma Orange contrast. Camera: Low angle hero shot, telephoto. Mood: unstoppable, heavy.",ALB1_T03_SEED44512,2025-12-22 08:22:47.223+00
112,112,LIMIT BREAKER,NEON REDLINE,19,LIMIT BREAKER.wav,music/NEON REDLINE/LIMIT BREAKER.wav,The final boss music. Orchestral elements mixed with distorted trap.,epic trap beat|boss fight music|orchestral trap|cinematic gym music|final set audio|hero moment music|motivational dark beat|choir trap|victory sound|intense buildup|gaming highlight music|clutch moment audio|legendary beat|viral epic sound|heavy drop,"145 BPM, E minor, epic orchestral trap instrumental, vibe: god-tier power; instruments: staccato strings, brass braams, distorted 808s, marching snares, choir chants (vocal texture only); groove: stomping and anthemic; arrangement: [Orchestral Intro]->[Build]->[Massive Drop]->[Choir Break]->[Final Drop]; production notes: wide cinematic mix, huge dynamic range, punchy low end, trailer-style impact. For grand finales.",Epic|Orchestral|Trap,"Single-subject cinematic cutout: Elite Spartan-style Robot, pose: standing atop a pile of scrap metal, raising a glowing energy sword. Body details: gold and white armor, pristine condition. Environment: A burning cyber-city skyline in the distance. Atmosphere: embers, heat haze, glory. Lighting: Gold + Deep Purple contrast. Camera: Low angle, heroic composition. Mood: victorious, dominant.",ALB1_T06_SEED66155,2025-12-22 08:22:47.223+00
113,113,NITRO VEINS,NEON REDLINE,19,NITRO VEINS.wav,music/NEON REDLINE/NITRO VEINS.wav,High-speed pursuit music. The heart rate monitor is maxed out.,fast phonk|high bpm workout|cardio music|racing game soundtrack|intense instrumentals|speed run music|hardcore drift|gaming background music|energetic bass|focus music fast|adrenaline rush audio|action movie trailer|instrumental trap|sport car edit|viral shorts sound,"150 BPM, F minor, aggressive house phonk hybrid instrumental, vibe: panic-inducing speed; instruments: racing synth leads, rapid-fire hi-hats, distorted 808 kick, industrial siren fx; groove: four-on-the-floor driving rhythm; arrangement: [Intro]->[Buildup]->[High Energy Drop]->[Bridge]->[Drop]; production notes: punchy transient shaping, metallic textures, relentless forward momentum, minimal melody max rhythm. Built for speed edits.",Drift|Speed|Hardcore,"Single-subject cinematic cutout: Undead Street Racer (Zombie style but fashion-forward), pose: leaning against a tricked-out hover-bike, expression: manic grin. Body details: neon tubes piercing rotting skin, futuristic racing jacket. Environment: Rain-slicked highway overpass at midnight. Atmosphere: motion blur traffic lights, rain. Lighting: Ultraviolet + Chrome Gold contrast. Camera: 85mm portrait, sharp focus on eyes. Mood: psychotic, fast.",ALB1_T02_SEED11029,2025-12-22 08:22:47.223+00
157,157,DEAD DROP,SILENT PROTOCOL,27,DEAD DROP.wav,music/SILENT PROTOCOL/DEAD DROP.wav,"Gritty, low-slung, and urban. A shady deal in a dark alley.",gritty hip hop instrumental|dark boom bap|urban noir music|investigation hip hop|shady beat|underground vibe|mystery rap beat|slow tension|gangster film music|night alley vibe|suspicious audio|crime scene music|viral story time|heavy bass loop|moody beat,"95 BPM, F# minor, dark trip-hop instrumental, vibe: gritty noir; instruments: vinyl crackle, heavy boom-bap drums, upright bass, tremolo guitar; groove: swinging and heavy; arrangement: [Intro]->[Bassline]->[Verse]->[Hook]->[Outro]; production notes: lo-fi saturation, mono bass, vintage reverb on guitar, smoking atmosphere. Cool and dangerous.",Noir|Hip Hop|Gritty,"Single-subject cinematic cutout: Undead Detective, pose: handing off a glowing data chip. Body details: trench coat, fedora, skeletal hand. Environment: Under a bridge at midnight. Atmosphere: fog, distant city lights. Lighting: Streetlight Orange + Shadow. Camera: Over the shoulder. Mood: secretive, shady.",ALB8_T04_SEED08172,2025-12-22 08:22:47.223+00
115,115,GHOST TOWN,NEON RODEO,20,GHOST TOWN.wav,music/NEON RODEO/GHOST TOWN.wav,"Eerie, empty, and haunting. Whistling winds and deep lows.",scary western|ghost town music|haunted cowboy|eerie trap|creepy atmospheric|lonely vibe|dark ambient trap|abandoned places audio|horror western|melancholy bass|spooky whistle|storytelling beat|viral horror sound|deep atmosphere|minimal beat,"110 BPM, A minor, dark ambient trap instrumental, vibe: haunted desolation; instruments: lonely whistling melody, wind noise, distant church bell, deep 808 rumbles; groove: spacious and slow; arrangement: [Intro]->[Whistle]->[Drop]->[Atmosphere]->[Outro]; production notes: lots of negative space, cold reverb, sub-bass felt more than heard, chilling atmosphere. For liminal spaces.",Spooky|Atmosphere|Dark,"Single-subject cinematic cutout: Undead Sheriff, pose: standing alone in an empty street. Body details: tattered duster coat, skull face, rusted badge. Environment: An abandoned wooden town on Mars. Atmosphere: red dust, silence, long shadows. Lighting: Mars Red + Ghostly Blue. Camera: Wide shot showing isolation. Mood: lonely, haunted.",ALB10_T06_SEED66778,2025-12-22 08:22:47.223+00
117,117,HIGH NOON,NEON RODEO,20,HIGH NOON.wav,music/NEON RODEO/HIGH NOON.wav,The clock strikes twelve. A standoff with heavy bass drops.,standoff music|duel theme|western trap instrumental|tension builder|cowboy coolness|clint eastwood vibe|heavy drop western|cinematic intro|showdown audio|desert trap|slow motion walk|intense stare music|viral western sound|guitar trap|badass entry,"140 BPM, E minor, western trap instrumental, vibe: lethal standoff; instruments: tremolo electric guitar, church bell toll, racking shotgun foley, distorted 808s, trap snares; groove: half-time heavy; arrangement: [Intro]->[Whistle Hook]->[Drop]->[Guitar Solo]->[Drop]; production notes: excessive reverb on the guitar (Ennio Morricone style), punchy modern drums, grit and distortion. The good, the bad, and the bass.",Western|Trap|Badass,"Single-subject cinematic cutout: Cyber-Gunslinger (Male), pose: hand hovering over a holstered laser revolver. Body details: poncho over cybernetic armor, wide brim hat hiding eyes. Environment: A dusty neon saloon entrance. Atmosphere: tumbleweeds, heat distortion. Lighting: Sun-Bleached White + Shadow Black. Camera: Low angle, looking up (hero shot). Mood: tense, lethal.",ALB10_T01_SEED11223,2025-12-22 08:22:47.223+00
118,118,IRON HORSE,NEON RODEO,20,IRON HORSE.wav,music/NEON RODEO/IRON HORSE.wav,Heavy machinery and steam. Industrial beats meeting cowboy aesthetics.,steampunk trap|train beat|industrial western|heavy steam music|mechanical stomper|hard industrial beat|train engine sound|powerful bass|workout aggression|robot cowboy|chugging riff|metal trap|viral machine sound|intense rhythm|loud beat,"135 BPM, D minor, industrial bass instrumental, vibe: unstoppable machine; instruments: steam-release hiss, metallic anvil hits, distorted guitar chugs, train horn bass; groove: chugging four-on-the-floor; arrangement: [Intro]->[Steam Build]->[Drop]->[Grind]->[Outro]; production notes: rhythm sounds like a train on tracks, mechanical precision, heavy distortion, huge impact hits. Momentum.",Industrial|Heavy|Steampunk,"Single-subject cinematic cutout: Steam-Powered Cyborg, pose: stoking a furnace in his own chest. Body details: brass gears, venting steam, coal dust. Environment: Inside a massive futuristic locomotive engine room. Atmosphere: heat, sparks, steam. Lighting: Furnace Orange + Steel Grey. Camera: Low angle. Mood: powerful, relentless.",ALB10_T05_SEED55667,2025-12-22 08:22:47.223+00
119,119,SNAKE OIL,NEON RODEO,20,SNAKE OIL.wav,music/NEON RODEO/SNAKE OIL.wav,"Slippery, deceptive, and hypnotic. A psychedelic desert trip.",psychedelic western|trippy trap|desert hallucination|hypnotic beat|mysterious western|snake charmer trap|weird bass music|experimental trap|drug trip visual music|shaman vibe|desert night|spooky cowboy|viral trippy sound|wobbly bass|deep vibe,"120 BPM, C# minor, psychedelic bass instrumental, vibe: desert hallucination; instruments: jaw harp (distorted), psychedelic rock organ, wobbly sub-bass, rattlesnake shaker; groove: loose and swirling; arrangement: [Intro]->[Trance]->[Drop]->[Wobble]->[Outro]; production notes: heavy phaser effects, panning automation, disorienting delays, hypnotic repetition. A bad trip in the desert.",Psychedelic|Trippy|Bass,"Single-subject cinematic cutout: Wasteland Shaman (Mutant), pose: holding a glowing green potion bottle. Body details: tribal cyber-tattoos, rags, gas mask. Environment: A cave filled with glowing crystals. Atmosphere: toxic vapors, strange shadows. Lighting: Toxic Green + Ultraviolet. Camera: Dutch angle. Mood: deceptive, weird.",ALB10_T04_SEED44556,2025-12-22 08:22:47.223+00
122,122,DRIFT PROTOCOL,NEON VENDETTA,21,DRIFT PROTOCOL.wav,music/NEON VENDETTA/DRIFT PROTOCOL.wav,A high-speed chase through a collapsing data center. The cowbells hit like bullets.,drift phonk|cowbell beat|car edit audio|racing music|fast paced instrumental|jdm vibe|tiktok car scene|aggressive bass|gym PR song|gaming montage music|phonk playlist|hard trap beat|instrumental phonk|driving fast music|night drive vibes,"165 BPM, C# minor, Drift Phonk instrumental, vibe: aggressive high-speed adrenaline; instruments: distorted 808 cowbells, Memphis vocal chops (rhythmic only), heavy sub-bass, lo-fi grit; groove: driving four-on-the-floor kick with syncopated cowbell melody; arrangement: [Intro]->[Drop]->[Hook]->[Bridge]->[Final Drop]; production notes: bit-crushed texture, tape saturation, extreme sidechain compression. Built for 15s car edit loops.",Drift Phonk|Aggressive|Gym,"Single-subject cinematic cutout: Cyborg street racer with a shattered helmet visor revealing a glowing red eye, pose: leaning against a tricked-out drift car, expression: adrenaline-fueled focus. Outfit: distressed racing leathers with LED trim. Environment: Neon-lit underground tunnel with motion-blurred lights. Atmosphere: Sparks flying from machinery, exhaust smoke. Lighting: High-contrast strobe lighting, crimson red + cyan blue. Camera: 35mm lens, dynamic angle, photorealistic, 8k.",ALB1_T01_SEED84921,2025-12-22 08:22:47.223+00
124,124,NIGHT RAID,NEON VENDETTA,21,NIGHT RAID.wav,music/NEON VENDETTA/NIGHT RAID.wav,Stealth mission turned firefight. Tactical bass music for focused intensity.,tactical music|stealth gaming music|focus music|intense instrumental|night operation|military cyberpunk|cod montage music|fps gaming background|mid tempo bass|action movie soundtrack|suspenseful beat|dark synthwave|industrial bass|cinematic trap|adrenaline rush,"140 BPM, D minor, Industrial Bass instrumental, vibe: tactical tension and release; instruments: metallic percussion, saw-wave basslines, siren synths, orchestral stabs; groove: marching aggressive rhythm; arrangement: [Intro]->[Tension Build]->[Industrial Drop]->[Bridge]->[Climax]; production notes: metallic textures, industrial reverb, punchy kick drum, aggressive EQ on mid-highs. Ideal for FPS gaming montages.",Industrial|Action|Gaming,"Single-subject cinematic cutout: Elite cyborg soldier in matte black stealth armor, pose: crouching with a glowing sniper rifle, ready to strike. Outfit: Tech-wear heavy gear with blue glowing vents. Environment: Rain-slicked cargo docks at night. Atmosphere: Heavy fog, rain, distant searchlights. Lighting: Cold blue moonlight + orange warning lights from cranes. Camera: Telephoto lens, depth of field blurring the background.",ALB1_T04_SEED10293,2025-12-22 08:22:47.223+00
131,131,TENOR_S REVENGE,PHANTOM ARIA,22,TENOR_S REVENGE.wav,music/PHANTOM ARIA/TENOR_S REVENGE.wav,A male opera singer's final note shatters reality. Hardstyle for the theater kids.,tenor hardstyle|male opera techno|dramatic vocal kick|opera rave|phantom hardstyle|broadway bass|theatrical drop|singing kick drum|powerful vocals hardstyle|masculine opera beat,"152 BPM, F minor, operatic hardstyle instrumental, vibe: masculine power; instruments: powerful tenor vocal solo (dramatic aria), distorted hardstyle kick, string swells, cymbal crashes; groove: driving hardstyle gallop; arrangement: [Intro]->[Tenor Aria]->[Build]->[Hardstyle Drop]->[Vocal Reprise]->[Drop]; production notes: huge reverb on vocals, aggressive kick distortion, wall of sound production.",Opera|Hardstyle|Power,"Single-subject cinematic cutout: Cyber-Tenor, pose: singing with arms spread wide, chest glowing. Body details: tuxedo, robotic throat visible, powerful stance. Environment: Center stage with curtains. Atmosphere: spotlight, dust particles, dramatic shadows. Lighting: Spotlight Gold + Deep Shadow. Camera: Low angle hero shot. Mood: powerful, commanding.",ORPHAN_TENOR_S REVENGE,2025-12-22 08:22:47.223+00
